2014-04-23 23:59:46 ,110.7677 ,32.6192
2014-04-24 00:00:46 ,110.7677 ,32.6192
2014-04-24 00:01:46 ,110.7677 ,32.6192
2014-04-24 00:02:46 ,110.7677 ,32.6192
2014-04-24 00:03:46 ,110.7677 ,32.6192
2014-04-24 00:04:46 ,110.7677 ,32.6192
2014-04-24 00:05:46 ,110.7677 ,32.6192
2014-04-24 00:06:46 ,110.7677 ,32.6192
2014-04-24 00:07:46 ,110.7677 ,32.6192
2014-04-24 00:08:46 ,110.7677 ,32.6192
2014-04-24 00:09:46 ,110.7677 ,32.6192
2014-04-24 00:10:46 ,110.7677 ,32.6192
2014-04-24 00:11:46 ,110.7677 ,32.6192
2014-04-24 00:12:46 ,110.7677 ,32.6192
2014-04-24 00:13:46 ,110.7677 ,32.6192
2014-04-24 00:14:46 ,110.7677 ,32.6192
2014-04-24 00:15:46 ,110.7677 ,32.6192
2014-04-24 00:16:46 ,110.7677 ,32.6192
2014-04-24 00:17:46 ,110.7677 ,32.6192
2014-04-24 00:18:46 ,110.7677 ,32.6192
2014-04-24 00:19:46 ,110.7677 ,32.6192
2014-04-24 00:20:46 ,110.7677 ,32.6192
2014-04-24 00:21:46 ,110.7677 ,32.6192
2014-04-24 00:22:46 ,110.7677 ,32.6192
2014-04-24 00:23:46 ,110.7677 ,32.6192
2014-04-24 00:24:46 ,110.7677 ,32.6192
2014-04-24 00:25:46 ,110.7677 ,32.6192
2014-04-24 00:26:46 ,110.7677 ,32.6192
2014-04-24 00:27:46 ,110.7677 ,32.6192
2014-04-24 00:28:46 ,110.7677 ,32.6192
2014-04-24 00:29:46 ,110.7677 ,32.6192
2014-04-24 00:30:46 ,110.7677 ,32.6192
2014-04-24 00:31:46 ,110.7677 ,32.6192
2014-04-24 00:32:46 ,110.7677 ,32.6192
2014-04-24 00:33:46 ,110.7677 ,32.6192
2014-04-24 00:34:46 ,110.7677 ,32.6192
2014-04-24 00:35:46 ,110.7677 ,32.6192
2014-04-24 00:36:46 ,110.7677 ,32.6192
2014-04-24 00:37:46 ,110.7677 ,32.6192
2014-04-24 00:38:46 ,110.7677 ,32.6192
2014-04-24 00:39:46 ,110.7677 ,32.6192
2014-04-24 00:40:46 ,110.7677 ,32.6192
2014-04-24 00:41:46 ,110.7677 ,32.6192
2014-04-24 00:42:46 ,110.7677 ,32.6192
2014-04-24 00:43:46 ,110.7677 ,32.6192
2014-04-24 00:44:46 ,110.7677 ,32.6192
2014-04-24 00:45:46 ,110.7677 ,32.6192
2014-04-24 00:46:46 ,110.7677 ,32.6192
2014-04-24 00:47:46 ,110.7677 ,32.6192
2014-04-24 00:48:46 ,110.7677 ,32.6192
2014-04-24 00:49:46 ,110.7677 ,32.6192
2014-04-24 00:50:46 ,110.7677 ,32.6192
2014-04-24 00:51:46 ,110.7677 ,32.6192
2014-04-24 00:52:46 ,110.7677 ,32.6192
2014-04-24 00:53:46 ,110.7677 ,32.6192
2014-04-24 00:54:46 ,110.7677 ,32.6192
2014-04-24 00:55:46 ,110.7677 ,32.6192
2014-04-24 00:56:46 ,110.7677 ,32.6192
2014-04-24 00:57:46 ,110.7677 ,32.6192
2014-04-24 00:58:46 ,110.7677 ,32.6192
2014-04-24 00:59:46 ,110.7677 ,32.6192
2014-04-24 01:00:46 ,110.7677 ,32.6192
2014-04-24 01:01:46 ,110.7677 ,32.6192
2014-04-24 01:02:46 ,110.7677 ,32.6192
2014-04-24 01:03:46 ,110.7677 ,32.6192
2014-04-24 01:04:46 ,110.7677 ,32.6192
2014-04-24 01:05:46 ,110.7677 ,32.6192
2014-04-24 01:06:46 ,110.7677 ,32.6192
2014-04-24 01:07:46 ,110.7677 ,32.6192
2014-04-24 01:08:46 ,110.7677 ,32.6192
2014-04-24 01:09:46 ,110.7677 ,32.6192
2014-04-24 01:10:46 ,110.7677 ,32.6192
2014-04-24 01:11:46 ,110.7677 ,32.6192
2014-04-24 01:12:46 ,110.7677 ,32.6192
2014-04-24 01:13:46 ,110.7677 ,32.6192
2014-04-24 01:14:46 ,110.7677 ,32.6192
2014-04-24 01:15:46 ,110.7677 ,32.6192
2014-04-24 01:16:46 ,110.7677 ,32.6192
2014-04-24 01:17:46 ,110.7677 ,32.6192
2014-04-24 01:18:46 ,110.7677 ,32.6192
2014-04-24 01:19:46 ,110.7677 ,32.6192
2014-04-24 01:20:46 ,110.7677 ,32.6192
2014-04-24 01:21:45 ,110.7677 ,32.6192
2014-04-24 01:21:46 ,110.7677 ,32.6192
2014-04-24 01:22:46 ,110.7677 ,32.6192
2014-04-24 01:23:46 ,110.7677 ,32.6192
2014-04-24 01:24:46 ,110.7677 ,32.6192
2014-04-24 01:25:46 ,110.7677 ,32.6192
2014-04-24 01:26:46 ,110.7677 ,32.6192
2014-04-24 01:27:46 ,110.7677 ,32.6192
2014-04-24 01:28:46 ,110.7677 ,32.6192
2014-04-24 01:29:46 ,110.7677 ,32.6192
2014-04-24 01:30:46 ,110.7677 ,32.6192
2014-04-24 01:31:46 ,110.7677 ,32.6192
2014-04-24 01:32:46 ,110.7677 ,32.6192
2014-04-24 01:33:46 ,110.7677 ,32.6192
2014-04-24 01:34:46 ,110.7677 ,32.6192
2014-04-24 01:35:46 ,110.7677 ,32.6192
2014-04-24 01:36:46 ,110.7677 ,32.6192
2014-04-24 01:37:46 ,110.7677 ,32.6192
